# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads' 'I-positive' 'I-zero' 'I-negative' 'tot-info'
 1.400000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.440000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.480000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.520000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.560000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.600000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.640000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.680000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.720000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.760000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.800000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.840000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.880000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.920000E+02 1 15800 0 0 1 0 15801 0 0 15801
 1.960000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.000000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.040000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.080000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.120000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.160000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.200000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.240000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.280000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.320000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.360000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.400000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.440000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.480000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.520000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.560000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.600000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.640000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.680000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.720000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.760000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.800000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.840000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.880000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.920000E+02 1 15800 0 0 1 0 15801 0 0 15801
 2.960000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.000000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.040000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.080000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.120000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.160000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.200000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.240000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.280000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.320000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.360000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.400000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.440000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.480000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.520000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.560000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.600000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.640000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.680000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.720000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.760000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.800000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.840000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.880000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.920000E+02 1 15800 0 0 1 0 15801 0 0 15801
 3.960000E+02 1 15800 0 0 1 0 15801 0 0 15801
 4.000000E+02 1 15800 0 0 1 0 15801 0 0 15801

#Simulation ended (eff.: 0.999625, detail below)
	#Events: 16015
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
